"x" "y" "z"
1.06393074853201 -9.23230622220683 -43.2115571252693
1.05117939862067 -9.51341831663589 -42.9726550169283
0.363883660368267 -9.19778166999846 -43.1802553862727
2.01055659545076 -9.26332787329948 -43.198921683595
1.97496606241851 -9.77911306948292 -42.7648517082179
2.96126721363904 -9.2781451765928 -43.1333525392428
2.90695954115197 -9.88940527031394 -42.6246500615574
3.91459981351416 -9.27806046529702 -43.0174334102801
3.85462324665359 -9.84316020398584 -42.5495323484149
4.86979284588181 -9.26530530647892 -42.853451161896
4.82192337659818 -9.65565159018159 -42.5290349107418
5.82667415475531 -9.23972820221607 -42.6422705755617
5.81148360478609 -9.34870836689751 -42.5518227839335
6.09720250243075 -9.22907421237304 -42.5696462834718
0.134352561420945 -8.44925445387812 -43.7349088104032
0.127009089121268 -9.06057263234841 -43.2656967990151
-0.666047855100939 -8.39470651667436 -43.6514656278855
1.09042714340469 -8.49804843261773 -43.7740508618036
2.0536700384072 -8.53034879197445 -43.7584397814712
3.02043444746614 -8.54488200551708 -43.6903204678363
3.98896876354801 -8.54358494736919 -43.5737780470914
4.95868581532241 -8.52940321043398 -43.4114480994152
5.93023896448907 -8.50093258364882 -43.2024080871037
6.83838600385503 -8.8625295556325 -42.6387581486611
6.90280122656202 -8.46067419589874 -42.9426848645737
7.52242008510311 -8.42738181398353 -42.744076469683
-0.831432838195883 -7.6174968041859 -44.157656848261
-0.812122690548861 -8.210002270237 -43.7535390966451
-1.18642191083675 -7.58518061110342 -44.095510972607
0.128691724622784 -7.68552830194983 -44.2578763696522
1.10350856640028 -7.73749521924438 -44.29712263004
2.08692237170468 -7.77083164342875 -44.2795127808556
3.07323551502824 -7.78579084839104 -44.208206825177
4.06048556873192 -7.7846907265928 -44.0901923130194
5.04831258367729 -7.77014025080794 -43.9287539627578
6.03742159135888 -7.74080520944906 -43.7202701523546
7.02747128619575 -7.69659505717144 -43.4581701446599
7.93601766301939 -8.0821814011542 -42.8452932979378
8.01815969356725 -7.63951221161896 -43.1403826869806
8.39263689500616 -7.61386336014928 -42.999441943675
-0.876058870982764 -6.8187546712373 -44.6443290704832
-1.45624512088086 -6.76398954159357 -44.53929348261
0.102682328985611 -6.89052264716066 -44.7500939981533
1.09930981584457 -6.94593411121114 -44.7911075715605
2.10680995441444 -6.98094574307479 -44.7723400277008
3.11754687949215 -6.99711070643275 -44.6978145275469
4.1284759442867 -6.99742703653432 -44.5763254539858
5.13945224345953 -6.98318917591567 -44.4126950523238
6.15038933239458 -6.95375075096183 -44.2011319329024
7.16101766876731 -6.90727963083256 -43.9336228301016
8.17053410101185 -6.84566236456602 -43.6080400353955
8.93957387911665 -6.79068688688058 -43.3170871498923
-0.941237925682749 -5.98043983897353 -45.1020818328717
-1.54594823707235 -5.92272972600885 -44.9878102493075
0.0568359716255002 -6.0570396916936 -45.2156883964297
1.07827461460634 -6.11521981942444 -45.2629965297014
2.11249905439674 -6.15425240945906 -45.2457599799938
3.15184355715066 -6.17326700138504 -45.1693494844568
4.19167752799292 -6.17573999892275 -45.0429993921207
5.23035014522161 -6.16347301206525 -44.8719630347799
6.26779045540243 -6.13426026824408 -44.6515031702062
7.30297888590335 -6.0853298960988 -44.3740864573715
8.33358730023084 -6.0206096973992 -44.0367486995999
9.24397423422591 -5.95342417987842 -43.6876912434595
-1.0205364275153 -5.09325782554809 -45.5339177439212
-1.46180188493836 -5.05153484633041 -45.447105640197
-0.00213883304324407 -5.17234375829178 -45.6601325946445
1.04492193112119 -5.23383078490459 -45.7175265543244
2.10831532197438 -5.27692601298323 -45.7062900892582
3.17916237476447 -5.30000785854686 -45.6304157048323
4.25121674796707 -5.30684277727147 -45.4980198599569
5.3220874796245 -5.29726286500462 -45.3165061480456
6.3900817830771 -5.26947604172592 -45.0820200677131
7.45247132088412 -5.22112508391813 -44.7885588565712
8.50656149579217 -5.15524218314866 -44.4344333795014
9.32100413888889 -5.09478594090951 -44.1149056248076
-1.10771359650816 -4.14395439607802 -45.9364435364728
-1.18708054457287 -4.13675368957364 -45.9199153354878
-0.0686707249986765 -4.22202558390889 -46.0812753462604
1.003846029756 -4.28514540390505 -46.1515079409049
2.09759268843144 -4.33128078993152 -46.1488842951677
3.20156447185596 -4.35983626392582 -46.0742776854417
4.30907201440982 -4.37191302279625 -45.9369324022776
5.41464859024315 -4.36855735140889 -45.7429455755617
