"x" "y" "z"
1.98481667846048 -11.3701944261168 -36.3539092783505
1.97683834054983 -11.6846375017182 -36.1331855670103
1.30907228900344 -11.386462656701 -36.3653542955326
2.90923343814433 -11.3458007835052 -36.2886515463918
2.88270523061856 -11.922920652921 -35.8896845360825
3.84421214587629 -11.3147824914089 -36.1708357388316
3.80022391752577 -11.9969165876289 -35.704852233677
4.78333099965636 -11.2779816735395 -36.0057879725086
4.73263438075601 -11.9064160927835 -35.57754604811
5.72038060274914 -11.2358204295533 -35.7993972508591
5.67921491408935 -11.6689347353952 -35.5023295532646
6.64892565718213 -11.1870356716838 -35.5540639175258
6.63561805549828 -11.3069240171821 -35.4710890034364
6.90835390721649 -11.1705736209622 -35.4733986254296
1.08781375189003 -10.5852246975945 -36.895883161512
1.08131572405498 -11.255082604811 -36.4591072164948
0.336417342611684 -10.6071765189003 -36.8704006872852
2.00633805360825 -10.5629356460481 -36.876695532646
2.94572075945017 -10.5404227457045 -36.8081329896907
3.895910274811 -10.5120337869416 -36.688
4.84937137862543 -10.4770601271478 -36.5224027491409
5.79952182783505 -10.4353943436426 -36.3168164948454
6.74085635051546 -10.3852096123711 -36.0708556701031
7.60907126116838 -10.7581034158076 -35.5016281786942
7.66610221030928 -10.3240326597938 -35.7814257731959
8.2483935347079 -10.2795943986254 -35.5684099656357
0.20501923443299 -9.79241610824742 -37.3524467353952
0.204191529896907 -10.4249840893471 -36.9756621993127
-0.116768136426117 -9.80445661512027 -37.3199498281787
1.09866802164948 -9.76399632302405 -37.3835144329897
2.0303513147079 -9.74272164948454 -37.3641226804124
2.98555282886598 -9.72237870103093 -37.2931192439863
3.95122420274914 -9.69622663230241 -37.1698759450172
4.91971489209622 -9.66423110309278 -37.0039591065292
5.88459042474227 -9.6255010137457 -36.8001219931271
6.83960494742268 -9.5764789209622 -36.5537560137457
7.77791965979381 -9.51322935738832 -36.2576323024055
8.63193973883162 -9.90807110652921 -35.6435457044674
8.70444935051546 -9.44126526460481 -35.913541580756
9.05292632646048 -9.41208437800687 -35.7656666666667
0.212923175189003 -8.95349335876289 -37.8017147766323
-0.30476596975945 -8.97747503780069 -37.7454402061856
1.1152084838488 -8.92255951271478 -37.8373934707904
2.05916668728522 -8.9005966752921 -37.818335395189
3.02954871821306 -8.88071040460481 -37.7441883161512
4.01154766151203 -8.85750527147766 -37.6179807560137
4.99590195051546 -8.8295760137457 -37.4503226804124
5.97718567457045 -8.79602505154639 -37.2463697594502
6.94722306323024 -8.75116095189003 -36.9974065292096
7.8994690652921 -8.69004133333333 -36.6933903780069
8.83842100687285 -8.61793220962199 -36.3368113402062
9.55089298281787 -8.56012788316151 -36.0301419243986
0.231733873539519 -8.09367017079038 -38.2184580756014
-0.300876769415808 -8.12296343003436 -38.1550065292096
1.13957040618557 -8.05770462199313 -38.2607051546392
2.09511138027491 -8.03313269072165 -38.244883161512
3.07846225380412 -8.01264989003436 -38.1703412371134
4.07620845189003 -7.99202812371134 -38.0421969072165
5.07754959450172 -7.96910411683849 -37.8715797250859
